"gene","has_TES_peak","has_TEAD1_peak","has_DMR","TES_peak_count","TEAD1_peak_count","DMR_count","category"
"ELF3",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"ARL8A",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SYT2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"KDM5B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MGAT4EP",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"RABIF",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"KLHL12",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"PPFIA4",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"BTG2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZC3H11A",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LINC00303",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SOX13",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"PLEKHA6",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"LINC00628",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"PIK3C2B",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LEMD1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CDK18",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MFSD4A",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ELK4",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SLC45A3",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"RAB29",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SLC41A1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CTSE",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"AVPR1B-DT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"IKBKE",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR6769B",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"IKBKE-AS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"RASSF5",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"FCAMR",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CD46",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR29C",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MIR29B2CHG",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC107985253",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC124904501",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR4260",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"IRF6",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"UTP25",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"RCOR3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC00467",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"RD3",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"NEK2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"RPL21P28",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC02608",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NENF",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"NSL1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SPATA45",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"FLVCR1-DT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CENPF",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"LOC124904778",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SPATA17",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"BPNT1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR664A",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MARK1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MTARC2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIA3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"AIDA",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"TLR5",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NVL",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SRP9",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LEFTY1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LEFTY2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"H3-3A",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC01703",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"ACBD3-AS1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MIXL1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"LIN9",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"PARP1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"STUM",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"LOC124904530",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PSEN2",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"COQ8A",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"LOC105373289",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR3620",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"IBA57",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"LOC124904537",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"RNF187",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"RHOU",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC124904541",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TAF5L",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"URB2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC124904542",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"COG2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC107985359",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"AGT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC101927604",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TTC13",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TRIM67-AS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"C1orf131",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GNPAT",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SPRTN",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"SNRPD2P2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TSNAX",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"LINC00582",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"DISC1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MAP10",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC02971",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TOMM20",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"RBM34",FALSE,FALSE,TRUE,0,0,7,"DMR only"
"TBCE",FALSE,FALSE,TRUE,0,0,7,"DMR only"
"NID1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"HEATR1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ACTN2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"RYR2",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"EXO1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"BECN2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MAP1LC3C",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"CEP170",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR4677",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SPMIP3",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"CATSPERE",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"DESI2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"C1orf202",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"COX20",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"HNRNPU",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"KIF26B-AS1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC105373265",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"SCCPDH",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LINC01341",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"AHCTF1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC105373273",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ZNF496",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"ZNF496-DT",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"LOC107985375",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC101927262",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC105373346",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LINC01865",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SNTG2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC102723730",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC107985839",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"EIPR1",FALSE,FALSE,TRUE,0,0,23,"DMR only"
"ADI1",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"COLEC11",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC105373401",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC01824",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GRASLND",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"RNF144A",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC107985848",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC00298",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC00299",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LINC01814",FALSE,FALSE,TRUE,0,0,9,"DMR only"
"LOC105373411",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"KIDINS220",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MBOAT2",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"ITGB1BP1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CPSF3",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"IAH1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC100996549",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"TAF1B",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC124905970",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"KLF11",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"CYS1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC124906144",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC101929691",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SNORA80B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ODC1-DT",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"RN7SL832P",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ATP6V1C2",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"LOC105373428",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PDIA6",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LINC01954",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"KCNF1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"ROCK2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC105373429",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"E2F6",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GREB1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC107985855",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"OSR1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"LINC00954",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MATN3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PUM2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"HS1BP3",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"LDAH",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC105374325",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"ATAD2B",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"UBXN2A",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"FKBP1B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"WDCP",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TP53I3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"FAM228B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CENPO",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ADCY3",FALSE,FALSE,TRUE,0,0,16,"DMR only"
"EFR3B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"POMC",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC01381",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"DNMT3A",FALSE,FALSE,TRUE,0,0,10,"DMR only"
"MIR1301",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"DTNB-AS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ASXL2",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"KIF3C",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"GAREM2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"OTOF",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"CIMIP2C",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CIB4",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"DPYSL5",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TMEM214",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CGREF1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TCF23",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SLC5A6",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CAD",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"TRIM54",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MPV17",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"GTF3C2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GTF3C2-AS2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SNX17",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZNF513",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"FTH1P3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PPM1G",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NRBP1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"IFT172",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"GCKR",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SPATA31H1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SPDYA",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TRMT61B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"YPEL5",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SNORA10B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MEMO1",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"DPY30",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SPAST",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"SLC30A6-DT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NLRC4",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"YIPF4",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"BIRC6",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"FAM98A",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"STRN",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"HEATR5B",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"EIF2AK2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"PRKD3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"QPCT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"RMDN2-AS1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ATL2",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"GEMIN6",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"DHX57",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"PKDCC",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"COX7A2L",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC124900542",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MTA3",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"HAAO",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"PREPL",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC01833",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SIX2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC01121",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC02583",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ATP6V1E2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"RHOQ",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"PIGF",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CRIPT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC124907763",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"BCYRN1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MIR4431",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PSME4",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"TSPYL6",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MTIF2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC124907768",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CFAP36",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PPP4R3B",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MIR216B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PAPOLG",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"REL-DT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"REL",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"PUS10",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"SANBR",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"C2orf74",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"AHSA2P",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"USP34-DT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC107985767",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"FAM161A",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"B3GNT2",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"OTX1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"AFTPH",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC105374775",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC02245",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CEP68",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"LOC124906140",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ACTR2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC105374780",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"APLF",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PROKR1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GKN2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"AAK1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ANXA4",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"PCBP1-AS1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LINC01816",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TIA1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SNRPG",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TGFA-IT1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"CD207",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC01143",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"VAX2",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"ATP6V1B1",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"ZNF638",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"EMX1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ACTG2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"TET3",FALSE,FALSE,TRUE,0,0,7,"DMR only"
"BOLA3-DT",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"MTHFD2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SLC4A5",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"DCTN1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"RTKN",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MOGS",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"HTRA2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOXL3",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SEMA4F",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"HK2-DT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LRRTM4-AS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ELMOD3",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"SH2D6",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"PARTICL",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"USP39",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"SFTPB",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"GNLY",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR6071",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"LOC124906031",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SNORD94",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"IMMT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR4779",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MRPL35",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC124900517",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"RNF103",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC105374852",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"FOXI3",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"SPMIP9",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"EIF2AK3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LSP1P4",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MAL-AS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC124907857",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MRPS5",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZNF514",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"KCNIP3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC128966744",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"DUSP2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"STARD7",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"TMEM127",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SNRNP200",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"ITPRIPL1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"NCAPH",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"ARID5A",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LMAN2L",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"CNNM4",FALSE,FALSE,TRUE,0,0,7,"DMR only"
"MIR3127",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"CNNM3-DT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CNNM3",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"ANKRD23",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ANKRD39",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SEMA4C",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"FAM178B",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"ACTR1B",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"C2orf92",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZAP70",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TSGA10",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"C2orf15",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TXNDC9",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"LINC01104",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CHST10",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"PDCL3",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"LOC107985814",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR5696",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"RFX8",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"CFAP144P2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LINC01159",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MRPS9",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MRPS9-AS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GPR45",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TGFBRAP1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"UXS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GCC2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LIMS1-AS1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"RANBP2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CCDC138",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"LOC105373554",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZC3H6",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TTL",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC124907869",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SLC20A1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NT5DC4",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"LOC124907871",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC02936",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ACTR3-AS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC124906071",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ACTR3",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"EN1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"C1QL2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"STEAP3",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"STEAP3-AS1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"CFAP221",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PTPN4",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"TMEM185B",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"RALB",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"INHBB",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"RNU4ATAC",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NIFK-AS1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"GYPC",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"BIN1",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"ERCC3",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"LOC124907884",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MYO7B",FALSE,FALSE,TRUE,0,0,2,"DMR only"
