"gene_name","n_total_peaks","n_promoter_peaks","n_enhancer_peaks","categories","log2FoldChange","padj","is_DEG"
"ANPEP",1,0,1,"TEAD1_unique",-0.854680875181066,0.319413969229275,FALSE
"ANTXR1",2,1,1,"TEAD1_unique;TES_unique",-0.385695375758997,0.00900262523153813,TRUE
"ANTXRL",1,1,0,"Shared_TES_dominant",0.388044977909509,0.686237798711584,FALSE
"ANXA1",3,0,3,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",-2.46113953485952,5.01208646388006e-30,TRUE
"ANXA11",1,1,0,"Shared_high",-0.242874899233916,0.132460074553231,FALSE
"ANXA13",2,0,2,"Shared_high;TEAD1_unique",2.21286309037623,1.97280622892324e-12,TRUE
"ANXA2",3,2,1,"Shared_equivalent;Shared_high;TEAD1_unique",-0.156334844869415,0.483043734656679,FALSE
"ANXA2R-OT1",1,0,1,"TEAD1_unique",-0.824937559685915,3.84305849381081e-05,TRUE
"ANXA3",3,1,2,"Shared_TES_dominant;Shared_high;TEAD1_unique",-2.94939610155031,1.05670244283196e-17,TRUE
"ANXA5",1,0,1,"TEAD1_unique",-0.0108308751534433,0.976381671040734,FALSE
"AOAH",2,2,0,"Shared_TES_dominant;TES_unique",0.751386162270416,0.223879349612272,FALSE
"AOPEP",3,2,1,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",-0.397263380105243,0.00327060464983821,TRUE
"AOX1",1,0,1,"TEAD1_unique",-4.84771888357875,1.69943772125376e-19,TRUE
"AP1G1",1,0,1,"Shared_high",0.00441274702891029,0.983419384534556,FALSE
"AP1M1",2,1,1,"Shared_high;TEAD1_unique",-0.0888508529590608,0.649561145797161,FALSE
"AP1S2",1,0,1,"TEAD1_unique",-0.0179076885449204,0.94890561138708,FALSE
"AP1S3",4,0,4,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique",1.51266553740441,4.15467413889221e-17,TRUE
"AP2A2",1,0,1,"TEAD1_unique",-0.322615481384011,0.0253043671802937,TRUE
"AP2B1",1,0,1,"TES_unique",0.138258217957512,0.3629399602121,FALSE
"AP2M1",1,1,0,"TEAD1_unique",0.0499986071140716,0.852687747959569,FALSE
"AP3B1",1,0,1,"Shared_TES_dominant",-0.264686232855761,0.0578485238785594,FALSE
"AP3M2",1,0,1,"TEAD1_unique",0.955747745482016,1.07941039800397e-07,TRUE
"AP3S2",1,1,0,"TEAD1_unique",0.0685047148479885,0.751710946587046,FALSE
"AP4M1",1,1,0,"TEAD1_unique",0.0402535330402946,0.905248945861408,FALSE
"AP4S1",2,1,1,"Shared_TEAD1_dominant;TEAD1_unique",0.939403358575721,1.01681515151314e-07,TRUE
"APAF1",1,1,0,"Shared_TEAD1_dominant",0.574074931871582,0.000267136062214365,TRUE
"APBA1",2,1,1,"TEAD1_unique;TES_unique",-0.244639541227437,0.279638227728236,FALSE
"APBA2",2,1,1,"Shared_TES_dominant;TEAD1_unique",0.443771855048446,0.00470297572691329,TRUE
"APBB2",5,2,3,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique",-0.814805435613867,8.64349534800477e-12,TRUE
"APC",1,1,0,"Shared_high",-0.848745050510413,2.1350983726392e-11,TRUE
"APCDD1L",1,0,1,"TEAD1_unique",2.14098913162939,1.30856788828132e-35,TRUE
"APCDD1L-DT",2,0,2,"Shared_TES_dominant;TEAD1_unique",0.908196062773645,5.52253823519079e-09,TRUE
"APEH",1,1,0,"TEAD1_unique",-0.317113499974472,0.076049744862347,FALSE
"APEX1",1,1,0,"TEAD1_unique",0.0347066425979284,0.920096824017208,FALSE
"APH1B",3,2,1,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",-1.11277840214377,1.1026852802745e-11,TRUE
"APLN",1,0,1,"TEAD1_unique",-1.11333876169746,5.27034004138389e-09,TRUE
"APLP2",1,0,1,"TES_unique",0.15324422950206,0.492019213579841,FALSE
"APOBEC4",1,0,1,"TES_unique",1.3273495594881,5.32855417246327e-06,TRUE
"APOE",1,1,0,"TEAD1_unique",0.310999423217801,0.600434559047736,FALSE
"APOH",1,0,1,"TEAD1_unique",4.71713281312074,0.0045938439656054,TRUE
"APOLD1",1,0,1,"TES_unique",-3.4805873846599,5.10955571243422e-65,TRUE
"APOO",1,0,1,"TEAD1_unique",1.02652771071723,2.5303846238497e-06,TRUE
"APP",6,1,5,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;Shared_high;TEAD1_unique;TES_unique",0.345442309939217,0.0552535597831563,FALSE
"APPBP2",1,1,0,"TEAD1_unique",-2.14758575644914,1.29078326509974e-61,TRUE
"APTX",1,0,1,"Shared_TES_dominant",0.569563049689118,3.0460153491974e-05,TRUE
"AQP1",1,0,1,"TES_unique",1.59479799087495,1.02673355275115e-06,TRUE
"AQP11",2,0,2,"Shared_high;TEAD1_unique",-0.231204280062961,0.418535492075795,FALSE
"AQP4-AS1",2,1,1,"Shared_equivalent;TEAD1_unique",0.00958734688627189,0.989795243268561,FALSE
"AQP5",1,1,0,"TEAD1_unique",-2.20863110580287,0.0304850536193953,TRUE
"AQP7",1,1,0,"TEAD1_unique",0.130235800587606,0.937798605669578,FALSE
"AQR",2,0,2,"TEAD1_unique;TES_unique",-1.09908857577166,1.31611931355114e-17,TRUE
"AR",2,1,1,"Shared_TES_dominant;TES_unique",-1.56242180942766,6.94069281414515e-38,TRUE
"ARAP3",1,0,1,"TEAD1_unique",-0.618164570543264,1.04149444741884e-05,TRUE
"ARB2A",3,1,2,"Shared_TES_dominant;Shared_equivalent;TES_unique",-3.10482479117505,1.91230633013648e-65,TRUE
"AREL1",1,0,1,"Shared_TES_dominant",0.870474395492847,1.9254165861475e-11,TRUE
"ARF6",1,0,1,"TES_unique",-0.241607655962141,0.178728920844378,FALSE
"ARFGAP3",1,0,1,"TEAD1_unique",0.645487231373119,0.000177876838845626,TRUE
"ARFGEF1",2,0,2,"TEAD1_unique;TES_unique",0.405856668349566,0.00243939111940258,TRUE
"ARFGEF2",1,0,1,"TEAD1_unique",0.625382234192178,7.23591992910729e-08,TRUE
"ARFIP1",2,0,2,"Shared_TES_dominant;TES_unique",0.141692143100253,0.500240140306827,FALSE
"ARG1",1,1,0,"TES_unique",0.539926236613378,0.226240676197898,FALSE
"ARG2",1,0,1,"TES_unique",-0.861250378048949,0.00843417970770033,TRUE
"ARGLU1-DT",1,1,0,"Shared_TES_dominant",2.91705309756973,0.00309528453655688,TRUE
"ARHGAP10",4,1,3,"Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",-1.5363904580952,1.59861352663613e-23,TRUE
"ARHGAP12",1,0,1,"TEAD1_unique",0.434791653785538,0.00177260759498633,TRUE
"ARHGAP15",4,1,3,"Shared_TEAD1_dominant;Shared_equivalent;TEAD1_unique;TES_unique",1.41320326261274,0.436030735400731,FALSE
"ARHGAP17",1,1,0,"TEAD1_unique",-0.845429797834784,3.22175012567257e-09,TRUE
"ARHGAP18",4,1,3,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;TES_unique",-1.47252269077153,4.04340817888599e-28,TRUE
"ARHGAP21",2,1,1,"TEAD1_unique;TES_unique",-0.451275202421344,0.000557928168771649,TRUE
"ARHGAP22",2,1,1,"TEAD1_unique;TES_unique",-2.08027428642202,3.20865291127448e-34,TRUE
"ARHGAP23",2,0,2,"Shared_TES_dominant;TEAD1_unique",-1.16341282452654,1.83608163026909e-18,TRUE
"ARHGAP24",1,1,0,"TES_unique",-0.418591701261468,0.533603900504201,FALSE
"ARHGAP25",1,1,0,"TEAD1_unique",-4.21560054580801,3.02368438012659e-10,TRUE
"ARHGAP26",5,4,1,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique",-0.953082108789297,8.26510420504027e-15,TRUE
"ARHGAP27",2,0,2,"Shared_TEAD1_dominant;TEAD1_unique",1.1750237338343,2.91117879914169e-10,TRUE
"ARHGAP29",2,1,1,"Shared_TES_dominant;TES_unique",-3.59028908769471,6.61492429424289e-205,TRUE
"ARHGAP29-AS1",5,0,5,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",-0.956688736896521,0.113991028593446,FALSE
"ARHGAP31-AS1",1,0,1,"Shared_high",-1.7728251046693,0.000535820327738459,TRUE
"ARHGAP32",5,1,4,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",0.373291369135257,0.010428820344515,TRUE
"ARHGAP35",3,0,3,"Shared_high;TEAD1_unique;TES_unique",-0.468506511567741,0.000235370711223887,TRUE
"ARHGAP36",1,1,0,"TEAD1_unique",6.16886172596524,2.81388987325923e-95,TRUE
"ARHGAP39",1,0,1,"TEAD1_unique",-0.621222693863982,9.85208846396765e-05,TRUE
"ARHGAP40",1,0,1,"TEAD1_unique",-0.130528791365702,0.95953608061458,FALSE
"ARHGAP42",3,0,3,"Shared_TES_dominant;TEAD1_unique;TES_unique",-1.23108269328785,1.53456838192566e-10,TRUE
"ARHGAP6",3,0,3,"Shared_equivalent;TEAD1_unique;TES_unique",-1.07010580890964,0.0065774861277945,TRUE
"ARHGDIB",1,1,0,"TEAD1_unique",0.138954961693843,0.893003295573601,FALSE
"ARHGEF10",1,0,1,"TEAD1_unique",-0.477664952546758,0.143213865623845,FALSE
"ARHGEF10L",2,0,2,"TEAD1_unique;TES_unique",-1.08875150006673,9.36487031416477e-13,TRUE
"ARHGEF11",2,0,2,"TEAD1_unique;TES_unique",-0.105206957653893,0.527818301646091,FALSE
"ARHGEF12",1,0,1,"TEAD1_unique",0.241083932900439,0.0734024746229896,FALSE
"ARHGEF17-AS1",1,1,0,"TEAD1_unique",0.433308144447708,0.589235634920074,FALSE
"ARHGEF19",1,0,1,"TEAD1_unique",1.36217878251358,0.128096568008929,FALSE
"ARHGEF26",2,0,2,"TEAD1_unique;TES_unique",-0.0076989692319437,0.979640931725055,FALSE
"ARHGEF28",2,1,1,"TEAD1_unique;TES_unique",-1.2744224072078,2.74642063816008e-14,TRUE
"ARHGEF3",3,0,3,"Shared_TEAD1_dominant;Shared_equivalent;TES_unique",0.214519883084888,0.213892116129848,FALSE
"ARHGEF37",2,1,1,"Shared_TES_dominant;TEAD1_unique",-2.03322909074608,7.32824890714287e-39,TRUE
"ARHGEF4",2,0,2,"Shared_high;TEAD1_unique",0.211119324143625,0.268853488883794,FALSE
"ARID1A",3,1,2,"Shared_equivalent;TEAD1_unique;TES_unique",-0.499522776908867,0.000146706701264535,TRUE
"ARID1B",5,2,3,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",0.561523232271387,4.4884864308112e-05,TRUE
"ARID3B",1,0,1,"TEAD1_unique",0.704938703724783,2.95470962449324e-05,TRUE
"ARID4B",1,0,1,"TES_unique",0.0273754264363867,0.899167296962762,FALSE
"ARID5A",1,1,0,"TEAD1_unique",0.636649745296729,0.00110745012413401,TRUE
"ARID5B",6,3,3,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;Shared_high;TEAD1_unique;TES_unique",-2.83706279395299,1.30942435146464e-127,TRUE
"ARK2N",3,1,2,"Shared_equivalent;TEAD1_unique;TES_unique",0.631833917987936,1.38764906631142e-06,TRUE
"ARL13A",1,0,1,"TEAD1_unique",-0.0373356085532918,0.957205255880822,FALSE
"ARL13B",1,0,1,"TEAD1_unique",-0.828235225515595,6.81520585111177e-08,TRUE
"ARL14",1,0,1,"TES_unique",1.24362434920269,0.42355182326534,FALSE
"ARL3",1,0,1,"TEAD1_unique",0.0750905434181519,0.792747771255376,FALSE
"ARL4A",2,1,1,"TEAD1_unique;TES_unique",-0.778358815289891,0.000637875782450546,TRUE
"ARL4C",2,0,2,"Shared_TES_dominant;TEAD1_unique",-1.50598171086885,5.08333745942844e-24,TRUE
"ARL5B",1,0,1,"TEAD1_unique",-0.557165985429331,0.000954636868116415,TRUE
"ARL6IP5",1,1,0,"TES_unique",1.58143322515901,3.32927598972366e-12,TRUE
"ARL8B",1,0,1,"TEAD1_unique",0.696518226089512,5.89630942160665e-06,TRUE
"ARMC1",1,0,1,"TES_unique",0.0709337962344325,0.777034920422892,FALSE
"ARMC2",3,2,1,"Shared_TES_dominant;TEAD1_unique;TES_unique",1.61671052505128,6.45919076665403e-15,TRUE
"ARMC8",1,1,0,"TES_unique",-0.022102036535036,0.92601927208506,FALSE
"ARMC9",1,0,1,"TEAD1_unique",0.0420934409274646,0.84227567785948,FALSE
"ARMH1",1,0,1,"TEAD1_unique",0.221679245557003,0.547205019894646,FALSE
"ARMH3",1,1,0,"TEAD1_unique",0.186845591445126,0.23600517160096,FALSE
"ARMH4",1,0,1,"TEAD1_unique",0.993916835679003,0.00208687080435194,TRUE
"ARNT2",1,1,0,"TEAD1_unique",-0.813022915155578,4.86515341764537e-08,TRUE
"ARNT2-DT",3,1,2,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique",-1.83345055167364,3.03093566275187e-16,TRUE
"ARPC5",1,1,0,"TES_unique",0.471904191104991,0.0233974826540501,TRUE
"ARRDC1",1,1,0,"TEAD1_unique",0.671218607551824,8.32238652965643e-06,TRUE
"ARRDC3",1,0,1,"TES_unique",-1.00270942748704,1.614846782233e-12,TRUE
"ARRDC4",1,1,0,"TEAD1_unique",0.712966028689454,3.53644334187573e-05,TRUE
"ARSB",2,2,0,"TEAD1_unique;TES_unique",-0.181152595926021,0.418323604464463,FALSE
"ARSF",1,1,0,"Shared_TES_dominant",-3.89414529420647,1.43955543352807e-39,TRUE
"ARSG",1,0,1,"TEAD1_unique",1.8658953787641,3.71247203068598e-13,TRUE
"ARSJ",3,1,2,"Shared_TES_dominant;TEAD1_unique;TES_unique",-3.05204776402712,6.87454054232262e-121,TRUE
"ARSL",1,1,0,"TEAD1_unique",-2.15141790428062,4.00392953225072e-11,TRUE
"ART4",1,1,0,"TEAD1_unique",0.831200092890939,0.38275248558675,FALSE
"ARX",2,0,2,"Shared_TES_dominant;TES_unique",1.45400588620406,0.000592230313390828,TRUE
"ASAH2",1,0,1,"TEAD1_unique",-0.0900089711220463,0.967112707098146,FALSE
"ASAP1",5,1,4,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique",-0.335717035447587,0.00781946478384525,TRUE
"ASAP1-IT2",3,0,3,"Shared_equivalent;Shared_high;TES_unique",-0.398261015333808,0.222014004739386,FALSE
"ASAP2",4,0,4,"Shared_equivalent;Shared_high;TEAD1_unique;TES_unique",-0.0188374570013426,0.932745948976658,FALSE
"ASAP3",1,0,1,"TEAD1_unique",-1.78007273878493,2.32107800320349e-31,TRUE
"ASB1",1,1,0,"TEAD1_unique",-1.0911279908777,1.4129887269186e-16,TRUE
"ASB15",1,1,0,"TEAD1_unique",0.241633651732706,0.812971456292349,FALSE
"ASB15-AS1",1,0,1,"TEAD1_unique",-0.500741504754833,0.667473128526423,FALSE
"ASB2",1,0,1,"TEAD1_unique",0.400973855221041,0.800272248958179,FALSE
"ASB9",2,1,1,"Shared_equivalent;TES_unique",-0.212029102363723,0.569896858435258,FALSE
"ASCC1",4,2,2,"Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",0.545035478170602,8.866812455404e-05,TRUE
"ASCC2",1,0,1,"TEAD1_unique",0.480670436733617,0.00259083178314148,TRUE
"ASCC3",1,0,1,"TEAD1_unique",-1.8507081341601,4.44108208333576e-50,TRUE
"ASF1A",1,0,1,"Shared_TES_dominant",-0.0967019697296214,0.732959756471807,FALSE
"ASIP",2,0,2,"Shared_TES_dominant;TEAD1_unique",0.86818424537405,0.209033169614671,FALSE
"ASMER1",3,1,2,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",-1.64545685091332,6.20799968199046e-05,TRUE
"ASPM",1,1,0,"TES_unique",-3.06051803604177,7.35248215444903e-99,TRUE
"ASRGL1",1,0,1,"TEAD1_unique",2.99943724949575,1.03916980920414e-38,TRUE
"ASS1",1,1,0,"TEAD1_unique",3.26327408904564,1.15053825260626e-48,TRUE
"ASTN2",1,0,1,"TES_unique",0.607083777516623,0.00514308582812391,TRUE
"ASTN2-AS1",1,0,1,"Shared_equivalent",-0.093304056123721,0.902670614420698,FALSE
"ASXL1",1,1,0,"TEAD1_unique",-1.35638491472459,3.16069381817355e-30,TRUE
"ATAD1",1,1,0,"TES_unique",0.35896016111165,0.0339030827942181,TRUE
"ATF1",1,0,1,"TEAD1_unique",0.0530726255964821,0.867754239652094,FALSE
"ATF3",3,1,2,"Shared_high;TEAD1_unique;TES_unique",-1.81287792876013,2.11649518843257e-22,TRUE
"ATF7",2,0,2,"Shared_TES_dominant;TEAD1_unique",0.176711056868554,0.399939524240187,FALSE
"ATF7IP",1,1,0,"Shared_TES_dominant",-0.653223697563807,3.92075769851963e-08,TRUE
"ATF7IP2",1,1,0,"TES_unique",-0.208827503064156,0.796535033927871,FALSE
"ATG10",3,1,2,"Shared_TES_dominant;TEAD1_unique;TES_unique",-0.880341201501154,1.65591173334837e-06,TRUE
"ATG13",1,1,0,"TEAD1_unique",0.510912197069072,0.000459297374181886,TRUE
"ATG16L1",1,1,0,"Shared_high",0.481838340886074,0.00255021303086582,TRUE
"ATG4A",1,1,0,"Shared_TES_dominant",0.940087191031262,3.62195619903328e-05,TRUE
"ATG4C",1,1,0,"TEAD1_unique",0.05434076432323,0.869397874414951,FALSE
"ATG5",3,1,2,"Shared_high;TEAD1_unique;TES_unique",-0.346287763198162,0.0886560080096501,FALSE
"ATG7",2,0,2,"TEAD1_unique;TES_unique",-0.405635251273323,0.00904013678856055,TRUE
"ATIC",1,0,1,"TEAD1_unique",-0.503557988679119,0.015681042530083,TRUE
"ATL1",1,1,0,"TEAD1_unique",-1.22757433165428,1.26799613279474e-09,TRUE
"ATL3",1,1,0,"TEAD1_unique",-0.536593737714312,4.05083855917283e-05,TRUE
"ATM",1,1,0,"Shared_TES_dominant",-0.599660969368616,3.05384114837048e-06,TRUE
"ATOH8",1,0,1,"TEAD1_unique",-4.85107270898167,1.11712845159032e-39,TRUE
"ATOSA",1,1,0,"TEAD1_unique",0.0933619509989992,0.577014869271644,FALSE
"ATOX1",1,1,0,"TEAD1_unique",1.04513772698564,2.07551909156496e-09,TRUE
"ATP10A",1,1,0,"TEAD1_unique",-0.678164124181172,0.000342504510750472,TRUE
"ATP10D",2,1,1,"Shared_TEAD1_dominant;TEAD1_unique",-0.594872310759924,9.22202280774423e-05,TRUE
"ATP11A",1,0,1,"TEAD1_unique",0.93283007574135,2.5491750244692e-09,TRUE
"ATP11B",1,0,1,"TES_unique",-0.216597533867283,0.18844651298646,FALSE
"ATP11C",3,1,2,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",-0.697885238558347,1.09311288129534e-06,TRUE
"ATP13A3",2,2,0,"TEAD1_unique;TES_unique",0.25330766273332,0.0697484960516474,FALSE
"ATP1A1",5,0,5,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",0.115980243564763,0.531274940408962,FALSE
"ATP1A1-AS1",2,1,1,"TEAD1_unique;TES_unique",-0.670595869123662,7.53533476972802e-06,TRUE
"ATP1A2",1,1,0,"TEAD1_unique",-1.49724395563021,0.173932063689325,FALSE
"ATP1B1",1,1,0,"TEAD1_unique",0.992816683725668,7.06832340144398e-10,TRUE
"ATP1B3",1,1,0,"TEAD1_unique",0.655597788631009,0.00166005650030405,TRUE
"ATP2A2",1,0,1,"TEAD1_unique",0.0870529797423919,0.65130162559163,FALSE
"ATP2B1",2,0,2,"Shared_TEAD1_dominant;TEAD1_unique",0.274257459608683,0.0783835378205203,FALSE
"ATP2B1-AS1",1,1,0,"TES_unique",0.170531075839696,0.774023063463537,FALSE
"ATP2B2",1,0,1,"TEAD1_unique",0.119807209615708,0.709905416375029,FALSE
"ATP2B4",1,0,1,"TEAD1_unique",0.148562657930584,0.359134305719766,FALSE
"ATP2C1",3,2,1,"Shared_TES_dominant;TEAD1_unique;TES_unique",0.0827318213346546,0.646250792101161,FALSE
"ATP2C2",1,0,1,"TEAD1_unique",0.186606491568097,0.744802307717442,FALSE
"ATP5MC2",1,0,1,"TEAD1_unique",-0.778051844115263,0.000208058585528185,TRUE
"ATP5PO",1,0,1,"TEAD1_unique",0.221068532588318,0.455592771345392,FALSE
"ATP6V0A1",1,1,0,"TEAD1_unique",-0.522083507805901,5.97366762634522e-05,TRUE
"ATP6V0A4",2,1,1,"TEAD1_unique;TES_unique",1.34019536882529,0.325428862442222,FALSE
"ATP6V0D2",1,0,1,"TES_unique",3.00013804159715,0.00107789235213331,TRUE
"ATP6V0E2-AS1",1,1,0,"TEAD1_unique",-0.226349071366346,0.280949398127284,FALSE
"ATP6V1A",1,1,0,"TEAD1_unique",-0.305766875190033,0.0278267304233976,TRUE
"ATP6V1B2",1,0,1,"TEAD1_unique",0.475989146798636,0.00401931492916536,TRUE
"ATP6V1C1",2,0,2,"Shared_TEAD1_dominant;TEAD1_unique",0.466827927566974,0.00410061129098361,TRUE
"ATP6V1C2",1,0,1,"TES_unique",2.66966710974828,1.91444423917704e-29,TRUE
"ATP6V1G1",1,0,1,"TEAD1_unique",1.01881180486804,2.04240407597403e-06,TRUE
"ATP6V1H",3,0,3,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",0.0324520197670468,0.89344100097628,FALSE
"ATP8A2",2,0,2,"TEAD1_unique;TES_unique",1.99951999124487,0.0240701916738503,TRUE
"ATP8B1",5,1,4,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique",1.45521528395998,3.8526967462993e-18,TRUE
"ATP8B4",3,1,2,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",3.2925992924457,1.07450477147603e-25,TRUE
"ATP8B5P",1,0,1,"TEAD1_unique",1.51959408697242,0.192090090862727,FALSE
"ATP9A",2,0,2,"TEAD1_unique;TES_unique",-0.541531697562469,2.90047214213508e-05,TRUE
"ATP9B",1,0,1,"TEAD1_unique",0.281081581552464,0.10759292458441,FALSE
"ATPAF1",1,1,0,"TEAD1_unique",-0.240149106437061,0.300537034140189,FALSE
"ATR",1,0,1,"TEAD1_unique",0.0417190513976346,0.827874292677972,FALSE
"ATRNL1",2,0,2,"TEAD1_unique;TES_unique",2.08937558886515,1.88652418014967e-41,TRUE
"ATXN1",4,0,4,"Shared_TES_dominant;Shared_equivalent;Shared_high;TEAD1_unique",0.434242891604739,0.00116311310494309,TRUE
"ATXN10",4,2,2,"Shared_TEAD1_dominant;Shared_equivalent;Shared_high;TEAD1_unique",-0.166272934496762,0.428346941061675,FALSE
"ATXN7",2,1,1,"TEAD1_unique;TES_unique",-0.297389429213177,0.0454602103814332,TRUE
"ATXN7L1",2,0,2,"Shared_high;TEAD1_unique",0.229680775968491,0.180617576667309,FALSE
"AUH",1,1,0,"TEAD1_unique",0.679241125942058,2.45736367652518e-05,TRUE
"AUTS2",5,3,2,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",-0.555575734544711,0.000258618083061583,TRUE
"AVL9",2,0,2,"Shared_TEAD1_dominant;TES_unique",-0.137253144683598,0.358630028280677,FALSE
"AVPI1",1,1,0,"TEAD1_unique",-0.267029820272558,0.407945575325356,FALSE
"AXDND1",1,1,0,"TEAD1_unique",2.59449137533961,2.81144875439596e-26,TRUE
"AXIN2",1,0,1,"TES_unique",1.68321318286506,3.44603413221443e-15,TRUE
"AXL",1,1,0,"TEAD1_unique",-1.90267608654883,4.26102651988423e-46,TRUE
"AZIN2",1,0,1,"TEAD1_unique",2.04266201343196,6.78201473109197e-32,TRUE
"B3GALNT1",1,0,1,"TES_unique",-2.27472942590055,1.56025671736314e-17,TRUE
"B3GALNT2",1,1,0,"TEAD1_unique",0.154561111971232,0.360285209289445,FALSE
"B3GALT5",1,1,0,"TEAD1_unique",-2.00889317730294,0.00110071532533764,TRUE
"B3GLCT",2,0,2,"TEAD1_unique;TES_unique",0.004879252948755,0.98703567936364,FALSE
"B3GNT5",1,0,1,"TES_unique",-0.139374525887348,0.557383775999778,FALSE
"B4GALNT3",2,1,1,"Shared_TEAD1_dominant;TEAD1_unique",1.56915983680758,3.05365430220991e-33,TRUE
"B4GALT5",3,0,3,"Shared_equivalent;TEAD1_unique;TES_unique",0.200205112263311,0.212033062201035,FALSE
"B9D1",1,1,0,"TEAD1_unique",-0.0921072622587791,0.683970255695245,FALSE
"B9D2",1,0,1,"TEAD1_unique",-0.331852645225602,0.303890430767921,FALSE
"BAALC",2,1,1,"TEAD1_unique;TES_unique",-1.33182202978659,1.09975469159117e-11,TRUE
"BABAM1",1,1,0,"TEAD1_unique",0.344823292397839,0.159008746640831,FALSE
