gene	regulation	log2FoldChange	TES_1	TES_2	TES_3	TEAD1_1	TEAD1_2	TEAD1_3	TES_1_zscore	TES_2_zscore	TES_3_zscore	TEAD1_1_zscore	TEAD1_2_zscore	TEAD1_3_zscore
P4HA2	DOWN	-1.97605937628974	0.441758161137501	0.558091647426287	0.578495991788184	1.16755800763766	0.840607820351918	0.622997067968051	-0.987876104750367	-0.545569344235171	-0.467990826277381	1.77165762134288	0.528573769895264	-0.298795115975228
LATS1	DOWN	-0.825417234468959	0.350206068865955	0.555172863403956	0.414339260263368	0.655485979119937	0.492376401821772	0.317535565694173	-0.886519331740389	0.707682269696097	-0.387700795491906	1.48790293948781	0.219260621474918	-1.14062570342653
CCNB2	DOWN	-1.84127683863841	0.130040834993124	0.0887342763940493	0.162321492874374	0.297794902920723	0.291857785632213	0.240264402031898	-0.820346073966395	-1.29232569130537	-0.45149877535401	1.09645608706619	1.02861702128668	0.439097432272914
AURKB	DOWN	-3.50319492491917	0.122426360795895	0.169295573333899	0.149098960602035	0.418431042432785	0.302561720212301	0.368244485855103	-1.06197794816069	-0.686560689749821	-0.848333345410176	1.30898712761902	0.380886548871964	0.906998306829709
SLIT2	DOWN	-1.66905540272956	0.463078538320959	0.872397542933623	0.510113746745512	0.31129230171442	0.189814630746841	0.268033642272154	0.111218800600157	1.7793660624589	0.302907076150963	-0.507374013634412	-1.002446663372	-0.683671262203611
KNTC1	DOWN	-0.623011695053129	0.497260246754934	0.346180297633012	0.539805450712641	1.134656932652	0.872005844116211	0.415331443647544	-0.448809235082165	-0.943937612009849	-0.309377510991255	1.64010586173596	0.779329776485459	-0.71731128013815
CDK1	DOWN	-2.8300305371471	0.50481566020598	0.556924174129963	0.479464983673145	0.284296964903673	0.201232065757116	0.470869995454947	0.631660877859193	1.00337766974841	0.450821482463014	-0.941412230480627	-1.53395681684904	0.389509017259055
GINS1	DOWN	-2.29384359145419	0.541971756305546	0.904271975557009	0.664284689156339	0.989555640717347	0.572298255761464	0.367036979099115	-0.560028220702289	0.985689730879305	-0.038192224001327	1.34954402963564	-0.430643218632756	-1.30637009717857
CDC6	DOWN	-1.52402289085875	0.419295393948754	0.304498588701089	0.470317883235713	0.730566954712073	0.364358493924141	0.403016431788603	-0.197386937199577	-0.968633093258652	0.145400465727154	1.89384717172266	-0.566472756951919	-0.306754850039664
CDC20	DOWN	-3.14653032490111	0.367755010599891	0.22183560659488	0.350051981247961	0.920379938085874	0.839180718660355	0.4587963266174	-0.556056638972949	-1.06772486459219	-0.618132534076496	1.38172962055702	1.09700353626123	-0.236819119176616
KIF14	DOWN	-1.54676235355272	0.165019786270956	0.113252911170324	0.135373165691892	0.15260921634237	0.151280791759491	0.144883058965206	1.19383517148667	-1.70990260877306	-0.469120378082548	0.497694237614622	0.423179470361777	0.0643141073925431
