"gene_name","peak_id","category","location","distance","tes_signal","tead1_signal","baseMean","log2FoldChange","padj"
"ABCB7","TES_19915","TES_unique","Distal_Enhancer",-12837,1.5936395128568,0.477129402551349,371.313741149601,-2.97663046026059,4.72280627731453e-64
"ABCB8","TEAD1_18823","TEAD1_unique","Promoter",0,15.4216550396146,27.6114372495788,1133.59572294729,0.658510954492078,6.79609602125296e-06
"ABCC1","TEAD1_7035","TEAD1_unique","Proximal_Enhancer",-3416,0.518018836894679,1.46587928798464,3654.53387956444,0.199452359878912,0.212914175628788
"ABCC1","TES_5726","TES_unique","Proximal_Enhancer",-3528,1.95566021601359,2.28322382767995,3654.53387956444,0.199452359878912,0.212914175628788
"ABCC10","TEAD1_16776","TEAD1_unique","Promoter",877,5.31198519865672,5.68421019793709,778.66322033645,-0.252553596689825,0.104105063725083
"ABCC11","TES_5761","TES_unique","Promoter",932,2.54748141634307,0.294811027121789,32.3991673452254,0.739727833226607,0.10273093964168
"ABCC2","TES_2498","Shared_TEAD1_dominant","Proximal_Enhancer",-3361,3.58847171945763,7.67476206926631,81.9672512106461,0.63497040037716,0.0289752723251267
"ABCC2","TEAD1_2844","TEAD1_unique","Promoter",-2473,1.1233302338994,3.89342339656409,81.9672512106461,0.63497040037716,0.0289752723251267
"ABCC2","TES_2497","TES_unique","Promoter",1282,1.63763837664333,1.32965734594442,81.9672512106461,0.63497040037716,0.0289752723251267
"ABCC3","TES_6261","Shared_high","Proximal_Enhancer",4356,13.964492194954,46.6429757688237,3762.0391233124,-0.962642853851559,3.01179214114311e-17
"ABCC3","TEAD1_7940","TEAD1_unique","Promoter",-273,4.45182986377291,8.86782063946488,3762.0391233124,-0.962642853851559,3.01179214114311e-17
"ABCC4","TES_4667","Shared_TES_dominant","Promoter",-90,5.83637369938756,7.07136989380837,423.252291095806,-0.408937869447348,0.0133396141352902
"ABCC4","TES_4674","Shared_equivalent","Distal_Enhancer",25200,1.85196441141042,2.21307963352183,423.252291095806,-0.408937869447348,0.0133396141352902
"ABCC4","TES_4670","Shared_high","Distal_Enhancer",20435,12.3137908796721,7.71819607249124,423.252291095806,-0.408937869447348,0.0133396141352902
"ABCC4","TEAD1_5431","TEAD1_unique","Promoter",-74,1.14652449207633,2.09276116961314,423.252291095806,-0.408937869447348,0.0133396141352902
"ABCC4","TES_4664","TES_unique","Promoter",-2359,2.70269715636799,0.366004615920396,423.252291095806,-0.408937869447348,0.0133396141352902
"ABCC5","TEAD1_13644","TEAD1_unique","Distal_Enhancer",17367,2.59886482078281,3.32848306149727,1435.84171001793,1.43038834038268,2.04402998437943e-28
"ABCD3","TES_591","TES_unique","Distal_Enhancer",15692,1.0050904762588,0.905691230898364,1063.74668999067,-0.713441964196476,3.08980885957384e-07
"ABCD4","TEAD1_5963","TEAD1_unique","Distal_Enhancer",17601,1.48947864380359,2.72571397569705,552.151743704639,-0.246014790884065,0.140755909742982
"ABCG1","TEAD1_12095","TEAD1_unique","Promoter",2133,0.548691865488969,2.81782358039589,22.3416503131066,2.47480145104455,7.53540318888064e-06
"ABCG2","TES_12145","Shared_equivalent","Distal_Enhancer",-18971,2.89230151859771,2.1235118195461,18.5578659466796,1.33959409276581,0.0171293657338994
"ABHD12","TES_9421","Shared_high","Distal_Enhancer",17039,7.39723575892963,16.2806951714015,1489.02338691857,0.357852948033232,0.0325436768486756
"ABHD17C","TEAD1_6758","TEAD1_unique","Promoter",0,1.46875294186241,1.15554120332476,479.586652539949,0.398170944576081,0.0223402966659931
"ABHD17C","TES_5586","TES_unique","Proximal_Enhancer",5009,2.30288166679137,0.286725949938999,479.586652539949,0.398170944576081,0.0223402966659931
"ABHD2","TES_5638","Shared_high","Distal_Enhancer",12359,4.89865455959877,14.1406489041896,2222.3537269732,-0.455937824124345,0.000571850316400439
"ABHD2","TEAD1_6841","TEAD1_unique","Distal_Enhancer",-10960,0.675055437545846,3.81645718284769,2222.3537269732,-0.455937824124345,0.000571850316400439
"ABHD4","TEAD1_5580","TEAD1_unique","Distal_Enhancer",12526,0.694524091748912,12.2314655000781,579.173935921677,-0.182261157954869,0.376795601890139
"ABHD5","TEAD1_12657","TEAD1_unique","Distal_Enhancer",41615,0.511756570802795,1.46103097022408,545.515621159698,0.976659429196058,3.95858896650292e-08
"ABHD5","TES_10202","TES_unique","Proximal_Enhancer",-3420,1.48979943184461,0.606444614329008,545.515621159698,0.976659429196058,3.95858896650292e-08
"ABI1","TEAD1_2173","TEAD1_unique","Promoter",-1016,0.283411197900249,3.78771924847051,775.127896143625,0.716166809817099,4.07003702239829e-05
"ABI1","TES_1873","TES_unique","Promoter",1188,3.18652821151159,0.179607558634973,775.127896143625,0.716166809817099,4.07003702239829e-05
"ABI2","TEAD1_10817","TEAD1_unique","Distal_Enhancer",12344,1.15373157486105,7.68593318794651,1778.39961956603,-1.14157821230135,3.92704027319778e-20
"ABI2","TES_8758","TES_unique","Promoter",1196,5.56428037192618,1.56643511315363,1778.39961956603,-1.14157821230135,3.92704027319778e-20
"ABI3BP","TES_10493","Shared_TES_dominant","Promoter",237,2.99225704254213,2.62929777985746,2458.25911607693,-3.92593960471013,1.71327769923472e-200
"ABI3BP","TEAD1_12971","TEAD1_unique","Promoter",176,0.866328397782934,2.43006554128153,2458.25911607693,-3.92593960471013,1.71327769923472e-200
"ABI3BP","TES_10492","TES_unique","Proximal_Enhancer",-4706,2.04519742123875,0.0866524566838771,2458.25911607693,-3.92593960471013,1.71327769923472e-200
"ABL1","TES_19529","Shared_equivalent","Distal_Enhancer",49003,3.96018003916483,3.4680786218784,4355.60753561215,-0.234003167341032,0.0800777731037181
"ABL1","TEAD1_20925","TEAD1_unique","Promoter",-87,8.20187490408843,19.7548585878359,4355.60753561215,-0.234003167341032,0.0800777731037181
"ABL2","TES_1164","Shared_TES_dominant","Distal_Enhancer",-21271,2.94449563464742,1.19626521123881,3964.7128419277,-1.30309091813945,9.21861795315821e-31
"ABL2","TEAD1_1356","TEAD1_unique","Promoter",0,1.16799981246262,6.30742601563974,3964.7128419277,-1.30309091813945,9.21861795315821e-31
"ABLIM1","TES_2571","Shared_TEAD1_dominant","Promoter",-1114,2.73949434105603,5.55610248629772,2575.43843132764,-1.46249624109434,2.96711281361799e-33
"ABLIM1","TES_2577","Shared_TES_dominant","Promoter",0,5.83104294250751,2.70330986983475,2575.43843132764,-1.46249624109434,2.96711281361799e-33
"ABLIM1","TES_2572","Shared_high","Promoter",-2565,6.00809890171429,12.0315427634093,2575.43843132764,-1.46249624109434,2.96711281361799e-33
"ABLIM1","TEAD1_2928","TEAD1_unique","Proximal_Enhancer",6401,0.440748040057849,1.1407662989539,2575.43843132764,-1.46249624109434,2.96711281361799e-33
"ABLIM1","TES_2566","TES_unique","Promoter",-1649,4.09774068032188,3.29957962975713,2575.43843132764,-1.46249624109434,2.96711281361799e-33
"ABLIM2","TES_11550","Shared_high","Distal_Enhancer",10333,12.3337163228088,21.092108046778,9.3064072426656,0.711548880677409,0.405613276732227
"ABLIM2","TEAD1_13911","TEAD1_unique","Proximal_Enhancer",5683,1.71338210771577,5.02956870782797,9.3064072426656,0.711548880677409,0.405613276732227
"ABLIM3","TES_14210","Shared_TEAD1_dominant","Promoter",1584,2.32899155792283,4.72119394645613,614.917509373686,-0.141191233876681,0.436922466889181
"ABLIM3","TES_14209","Shared_high","Proximal_Enhancer",-5579,6.55210037993334,20.852927496939,614.917509373686,-0.141191233876681,0.436922466889181
"ABLIM3","TEAD1_16020","TEAD1_unique","Distal_Enhancer",22622,1.38473243375833,3.39288025944891,614.917509373686,-0.141191233876681,0.436922466889181
"ABR","TES_6038","Shared_TEAD1_dominant","Distal_Enhancer",-12274,3.55014620459499,5.83361189332379,4071.93653123992,0.166529958568682,0.279584710547322
"ABR","TEAD1_7491","TEAD1_unique","Promoter",-1854,3.73923503382712,15.9337963632294,4071.93653123992,0.166529958568682,0.279584710547322
"ABR","TES_6039","TES_unique","Proximal_Enhancer",-4169,1.84428140568704,0.861867596669097,4071.93653123992,0.166529958568682,0.279584710547322
"ABRACL","TES_15685","TES_unique","Distal_Enhancer",31596,1.77531872120203,0.491310340363734,95.2859544314893,0.0247258470452744,0.965581272076387
"ABTB2","TES_2786","Shared_TES_dominant","Distal_Enhancer",-13460,7.77610693099135,5.92876987861375,1927.92613341497,-0.314594443286883,0.0314174737014798
"ABTB2","TEAD1_3280","TEAD1_unique","Distal_Enhancer",12648,3.63095012727957,6.15955918775722,1927.92613341497,-0.314594443286883,0.0314174737014798
"ABTB2","TES_2782","TES_unique","Promoter",-1224,3.02594680939951,2.02588239523672,1927.92613341497,-0.314594443286883,0.0314174737014798
"ACAA2","TEAD1_8692","TEAD1_unique","Promoter",0,0.998791891330493,1.55003433693907,338.313809805403,0.978618980711968,5.14111206985016e-07
"ACACA","TEAD1_7773","TEAD1_unique","Proximal_Enhancer",-9251,1.03178708842306,1.21890217446064,2689.5797796624,-0.454679651875785,0.000465106413037607
"ACACA","TES_6205","TES_unique","Proximal_Enhancer",8156,1.61054966983762,0.490352550406515,2689.5797796624,-0.454679651875785,0.000465106413037607
"ACADM","TEAD1_679","TEAD1_unique","Distal_Enhancer",15434,0.560723729978847,2.42968234010111,353.687888517535,-1.51514955855171,4.93636341165805e-17
"ACAT2","TEAD1_17708","TEAD1_unique","Promoter",0,5.60962602471103,7.57969090050342,142.604558811698,-0.525804162740531,0.0378872741360224
"ACBD6","TES_1169","TES_unique","Distal_Enhancer",30740,1.8198063075033,0.0934462143824651,524.01199709069,-0.681820888611533,7.13688517991663e-06
"ACBD7","TES_1797","Shared_high","Proximal_Enhancer",3669,5.66472951205287,7.33254696158192,87.9919841045478,0.835758692602895,0.00521767496229102
"ACE","TES_6380","TES_unique","Promoter",-2544,3.31125562005993,0.413823012847329,55.776234728247,2.27553183763789,2.20939482069501e-11
"ACER3","TES_2949","TES_unique","Proximal_Enhancer",-8711,1.79446531457511,0.432878353442365,1433.41102852456,0.807521083540309,2.65297395634215e-10
"ACIN1","TEAD1_5585","TEAD1_unique","Promoter",410,0.666874089202065,5.4574822779901,3263.32400049366,0.0624621165824132,0.732985446927247
"ACLY","TEAD1_7827","TEAD1_unique","Distal_Enhancer",10344,0.321761783924525,1.0309428191298,3948.65970582773,-0.573260906147032,1.77501358737627e-06
"ACMSD","TEAD1_10314","TEAD1_unique","Promoter",-1003,1.50816171246563,5.25752599196119,126.23968917374,2.57371085405223,1.50564467443175e-22
"ACMSD","TES_8064","TES_unique","Distal_Enhancer",-19049,1.82262968573688,1.65997718992969,126.23968917374,2.57371085405223,1.50564467443175e-22
"ACO1","TEAD1_20187","TEAD1_unique","Promoter",0,5.0474965132919,4.15180640454386,2263.82852489298,-0.34264021706929,0.0232194893787061
"ACO1","TES_19154","TES_unique","Distal_Enhancer",-39670,2.23400232000617,0.770388092551388,2263.82852489298,-0.34264021706929,0.0232194893787061
"ACOD1","TES_4592","Shared_equivalent","Distal_Enhancer",17451,1.13056989317691,1.05837351083755,2.05978547096322,0.507474719051686,0.806035736833626
"ACOD1","TEAD1_5365","TEAD1_unique","Distal_Enhancer",-10740,1.30874563311483,2.85875350608057,2.05978547096322,0.507474719051686,0.806035736833626
"ACOT1","TEAD1_5956","TEAD1_unique","Proximal_Enhancer",3635,0.679665382395328,1.69056461277142,3.87074075746857,2.12336445788067,0.131580698356335
"ACOT9","TEAD1_21208","TEAD1_unique","Promoter",481,0.548760455440391,2.09541676345068,599.052249577506,-0.162279281285361,0.366741247718336
"ACOXL-AS1","TES_7983","Shared_high","Distal_Enhancer",41458,5.96704428448907,12.5778760316819,6.67564957493899,-1.46497655760081,0.114312322984467
"ACOXL-AS1","TEAD1_10172","TEAD1_unique","Promoter",-580,1.85901799431459,2.20679210469047,6.67564957493899,-1.46497655760081,0.114312322984467
"ACP6","TES_936","Shared_TES_dominant","Proximal_Enhancer",-5786,4.1714944608905,2.50976489926599,1836.74744920134,0.348873571753812,0.0114666765837603
"ACP6","TEAD1_1127","TEAD1_unique","Distal_Enhancer",-41905,0.589734240633871,2.98562287927075,1836.74744920134,0.348873571753812,0.0114666765837603
"ACP6","TES_935","TES_unique","Proximal_Enhancer",5006,1.43982872306699,0.0219519698258602,1836.74744920134,0.348873571753812,0.0114666765837603
"ACSBG2","TEAD1_8910","TEAD1_unique","Proximal_Enhancer",4704,1.16733356698477,2.4138123221206,13.0969961911121,-0.173094403182367,0.835854280575412
"ACSF2","TEAD1_7936","TEAD1_unique","Proximal_Enhancer",-5223,0.991417523831297,2.48518257670932,430.756960109294,0.122032576021349,0.596394052383422
"ACSL1","TEAD1_14830","TEAD1_unique","Promoter",0,2.28643872679183,2.5856001655938,161.763902159382,-0.500766332635067,0.0148883771997365
"ACSL3","TEAD1_11028","TEAD1_unique","Distal_Enhancer",26237,2.70541800148665,19.7182190831039,1849.62925860759,-0.342559335011476,0.0342886147599594
"ACSL3","TES_8954","TES_unique","Proximal_Enhancer",-4595,1.17008567231042,0.558758627119519,1849.62925860759,-0.342559335011476,0.0342886147599594
"ACSL4","TES_19972","Shared_TES_dominant","Proximal_Enhancer",4882,1.45784390748418,0.53454590389928,2176.00890823351,-0.313387599076098,0.0575603799254607
"ACSS1","TEAD1_11502","TEAD1_unique","Promoter",-94,3.10446490211345,4.61782105902957,217.759981684163,-1.72027186571925,7.83541792167952e-23
"ACSS2","TEAD1_11563","TEAD1_unique","Promoter",0,0.347319057581235,3.09412444567776,489.673605507703,0.181578993149221,0.361390183033835
"ACTA2","TES_2378","TES_unique","Promoter",879,6.52406905051275,3.49480622426727,72.3294283877361,-1.68412026938753,9.11513685196835e-10
"ACTA2-AS1","TEAD1_2735","TEAD1_unique","Promoter",0,1.87993605310124,2.44620928058974,13.0942255833135,-2.64946557556655,0.000149658662407837
"ACTG2","TEAD1_9956","TEAD1_unique","Proximal_Enhancer",3504,1.91515753324271,3.63373266155341,288.172974982963,6.41858467463795,6.24131081388557e-61
"ACTL6A","TES_11221","Shared_TES_dominant","Distal_Enhancer",-17377,9.75063411155138,4.88558155078584,375.087457531473,0.342142323305845,0.124285826910231
"ACTL7B","TEAD1_20707","TEAD1_unique","Distal_Enhancer",18976,0.398726439589392,1.88072173160631,2.0994375487338,0.642653983625415,0.745679886183495
"ACTN1","TEAD1_5919","TEAD1_unique","Promoter",0,2.02993745984872,6.22701675213749,3233.1957794846,-1.33748767317466,7.78042920392032e-30
"ACTN1-DT","TES_5101","Shared_TES_dominant","Distal_Enhancer",25751,8.62282588817929,5.17932495708167,5.51246742610369,-0.429274184269087,0.714862255590737
"ACTN4","TES_7148","Shared_high","Proximal_Enhancer",-4567,7.285278277216,20.2444155449961,11040.3358381075,-1.28676224576944,1.67282502859439e-27
"ACTN4","TEAD1_9077","TEAD1_unique","Promoter",2549,2.45749413894524,4.5733129880489,11040.3358381075,-1.28676224576944,1.67282502859439e-27
"ACTR3","TEAD1_10209","TEAD1_unique","Distal_Enhancer",-11631,0.572168728248674,0.824586644635499,4013.41520069412,0.329144752400485,0.0730569122671716
"ACTR3B","TES_17471","TES_unique","Distal_Enhancer",-25886,4.77430867087253,0.145224229523421,574.815575210932,1.716174620593,3.25469490396777e-34
"ACTR8","TEAD1_12729","TEAD1_unique","Promoter",-14,0.566870232695314,2.18514443605095,490.77358254002,-0.599932374515611,0.000237144749384077
"ACVR1","TES_8318","Shared_TES_dominant","Proximal_Enhancer",5557,6.19009245171839,3.92653965747275,1582.91081866871,1.12277999753058,2.99910042123936e-18
"ACVR1","TEAD1_10483","TEAD1_unique","Promoter",-2270,0.499129508592804,1.59921335511737,1582.91081866871,1.12277999753058,2.99910042123936e-18
"ACYP1","TEAD1_5968","TEAD1_unique","Proximal_Enhancer",3969,1.30875498978297,4.83493700228797,106.887497999824,-0.163476326522338,0.610219177996756
"ACYP2","TES_7678","Shared_TES_dominant","Distal_Enhancer",44979,3.62197206491305,3.01182510175823,121.567805092483,-0.336506555298087,0.214004782868316
"ACYP2","TEAD1_9776","TEAD1_unique","Promoter",43,2.60726193046194,3.64197518087233,121.567805092483,-0.336506555298087,0.214004782868316
"ACYP2","TES_7677","TES_unique","Distal_Enhancer",16473,3.06005004100632,0.391148331395367,121.567805092483,-0.336506555298087,0.214004782868316
"ADAM10","TEAD1_6427","TEAD1_unique","Distal_Enhancer",16796,0.936987309822494,2.7257205147684,4736.06916649203,0.844933085878771,6.82451330391663e-10
"ADAM10","TES_5422","TES_unique","Distal_Enhancer",11966,6.13383200224576,1.66251727325816,4736.06916649203,0.844933085878771,6.82451330391663e-10
"ADAM12","TES_2622","Shared_TEAD1_dominant","Proximal_Enhancer",-8762,1.09566388352502,1.58391467292578,1325.14486546466,-1.5104367254993,1.37937860427679e-36
"ADAM12","TES_2613","Shared_TES_dominant","Proximal_Enhancer",3191,6.29111824359423,3.85803563856048,1325.14486546466,-1.5104367254993,1.37937860427679e-36
"ADAM12","TES_2621","Shared_high","Distal_Enhancer",37581,8.17676586546339,9.60954244888581,1325.14486546466,-1.5104367254993,1.37937860427679e-36
"ADAM12","TEAD1_3009","TEAD1_unique","Promoter",-64,0.521255641819729,1.87977253898865,1325.14486546466,-1.5104367254993,1.37937860427679e-36
"ADAM12","TES_2614","TES_unique","Distal_Enhancer",15020,1.59343158975391,0.401725957614665,1325.14486546466,-1.5104367254993,1.37937860427679e-36
"ADAM17","TES_7260","Shared_equivalent","Distal_Enhancer",-17610,2.24893983084135,2.03052109762295,2204.82097351286,0.100328073577082,0.536535592165638
"ADAM17","TEAD1_9261","TEAD1_unique","Promoter",-70,2.5722075600831,1.60353993429,2204.82097351286,0.100328073577082,0.536535592165638
"ADAM19","TES_14259","Shared_TES_dominant","Distal_Enhancer",-14247,5.7597358345614,4.17905363486935,4167.06237446488,-2.86396387233607,8.26956066572313e-123
"ADAM19","TES_14263","Shared_equivalent","Distal_Enhancer",-31533,3.51499833592612,3.07940785491958,4167.06237446488,-2.86396387233607,8.26956066572313e-123
"ADAM19","TES_14258","Shared_high","Proximal_Enhancer",-9104,11.9419056471958,11.7387512576195,4167.06237446488,-2.86396387233607,8.26956066572313e-123
"ADAM19","TEAD1_16098","TEAD1_unique","Promoter",-81,3.51835641527993,4.48718544726944,4167.06237446488,-2.86396387233607,8.26956066572313e-123
"ADAM22","TES_16859","Shared_TEAD1_dominant","Proximal_Enhancer",3816,3.75827678466617,0.778667723886383,113.049246285485,-0.201046524467547,0.475401382159411
"ADAM22","TES_16858","Shared_high","Promoter",2789,14.0284981765925,8.51752126761499,113.049246285485,-0.201046524467547,0.475401382159411
"ADAM22","TEAD1_18343","TEAD1_unique","Promoter",-2584,0.338910741137492,1.18805030902943,113.049246285485,-0.201046524467547,0.475401382159411
"ADAM23","TES_8787","Shared_TEAD1_dominant","Distal_Enhancer",33550,1.8905092651952,2.54913363453456,56.8989758858962,-0.358217129128837,0.318265002191879
"ADAM23","TEAD1_10865","TEAD1_unique","Promoter",-120,0.380995637525675,1.08824992039211,56.8989758858962,-0.358217129128837,0.318265002191879
"ADAM28","TES_17562","TES_unique","Proximal_Enhancer",-7887,1.89085367490915,0.151125125603881,38.3385842326514,-1.81810994561411,2.05742732031617e-07
"ADAM30","TES_916","TES_unique","Distal_Enhancer",22540,14.9245417495894,3.34454964744589,3.26117349762656,-0.890474421176563,0.543439388746775
"ADAM9","TEAD1_19104","TEAD1_unique","Proximal_Enhancer",5353,0.97966824418103,5.34494499240683,2965.84891461894,-1.04041676909362,6.8857652658336e-13
"ADAM9","TES_17665","TES_unique","Promoter",-1572,1.84569568897255,2.29430200061474,2965.84891461894,-1.04041676909362,6.8857652658336e-13
"ADAMTS1","TES_9723","TES_unique","Promoter",0,2.90790512336134,1.53922244869632,104.46189445261,0.347502431373639,0.192672422707941
"ADAMTS12","TES_12900","Shared_TES_dominant","Distal_Enhancer",-25536,8.41862258051815,6.88739088848145,145.790120239105,-1.14729841880974,1.64379288134228e-08
"ADAMTS12","TEAD1_15052","TEAD1_unique","Promoter",-696,0.45460230428161,2.0110434197657,145.790120239105,-1.14729841880974,1.64379288134228e-08
"ADAMTS12","TES_12902","TES_unique","Proximal_Enhancer",-9940,1.01317433381277,0.376129055587353,145.790120239105,-1.14729841880974,1.64379288134228e-08
"ADAMTS14","TES_2211","Shared_high","Proximal_Enhancer",-7427,12.1613500948622,10.191371543525,595.392646758516,6.30776534276973,3.43990986845256e-113
"ADAMTS14","TEAD1_2530","TEAD1_unique","Distal_Enhancer",-15642,6.72440219966192,8.85493630643875,595.392646758516,6.30776534276973,3.43990986845256e-113
"ADAMTS15","TES_3422","Shared_TEAD1_dominant","Distal_Enhancer",27947,2.00035030614762,2.97322649288745,1167.78432260556,-0.159930259778382,0.346578684457346
"ADAMTS15","TES_3423","Shared_TES_dominant","Distal_Enhancer",29639,5.14107249517665,2.80552559359578,1167.78432260556,-0.159930259778382,0.346578684457346
"ADAMTS15","TEAD1_4111","TEAD1_unique","Promoter",0,8.92066318603582,7.44295050900055,1167.78432260556,-0.159930259778382,0.346578684457346
"ADAMTS15","TES_3424","TES_unique","Distal_Enhancer",34614,2.44878204567844,0.588002884004968,1167.78432260556,-0.159930259778382,0.346578684457346
"ADAMTS16","TES_12743","Shared_TEAD1_dominant","Distal_Enhancer",-12799,1.01401321142912,11.7347987963094,158.421401223795,-2.31095151010707,4.52669387661104e-31
"ADAMTS16","TEAD1_14904","TEAD1_unique","Distal_Enhancer",23779,1.92377304013946,3.13282910763748,158.421401223795,-2.31095151010707,4.52669387661104e-31
"ADAMTS17","TEAD1_6953","TEAD1_unique","Distal_Enhancer",24539,0.0209774599172641,1.80664176999413,12.2892689601723,0.117380075942876,0.910442172865033
"ADAMTS18","TES_6005","Shared_TES_dominant","Distal_Enhancer",-37901,4.71993244672433,4.50049542182531,4.84824414177349,1.3396627958603,0.248757630409151
"ADAMTS18","TEAD1_7372","TEAD1_unique","Proximal_Enhancer",-9322,1.99396926241935,7.13572398079354,4.84824414177349,1.3396627958603,0.248757630409151
"ADAMTS18","TES_6006","TES_unique","Distal_Enhancer",10896,1.6297308143401,0.727864922342974,4.84824414177349,1.3396627958603,0.248757630409151
"ADAMTS3","TES_12004","Shared_high","Proximal_Enhancer",-7449,9.08454287087889,10.8128244886867,18.9869133821405,0.591104936395494,0.335570987229527
"ADAMTS3","TEAD1_14293","TEAD1_unique","Promoter",0,4.73274365302482,8.83381935687048,18.9869133821405,0.591104936395494,0.335570987229527
"ADAMTS6","TEAD1_15291","TEAD1_unique","Promoter",0,0.535134423114487,5.68605704119115,180.842669590416,-1.57583198419985,1.13778664074747e-15
"ADAMTS7","TEAD1_6725","TEAD1_unique","Promoter",1803,1.40657212182618,3.08007624598972,3272.4448614705,-0.135189252904728,0.478204242503016
"ADAMTS8","TEAD1_4110","TEAD1_unique","Promoter",-1318,2.67010211563546,6.58853300847964,19.0091247790234,7.31293122906011,2.60852994410534e-08
"ADAMTS9-AS1","TES_10304","Shared_TEAD1_dominant","Distal_Enhancer",11749,1.44541912925416,2.14872729627119,14.2867318674079,-1.07621288179288,0.0873032842827237
"ADAMTSL1","TES_19078","Shared_TEAD1_dominant","Proximal_Enhancer",4384,1.34376174636301,4.55907837886145,1694.14119238008,-4.24994949902985,6.19452497938647e-211
"ADAMTSL1","TES_19095","Shared_TES_dominant","Promoter",2676,2.20855655136057,1.17150471543494,1694.14119238008,-4.24994949902985,6.19452497938647e-211
"ADAMTSL1","TES_19088","Shared_equivalent","Proximal_Enhancer",8821,1.11870660336037,0.420273781307344,1694.14119238008,-4.24994949902985,6.19452497938647e-211
