"gene_id","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","is_TF","primary_category","has_promoter_peak","is_direct_target"
"ENSG00000178573.7","MAF",2147.66587369509,1.09244113586718,0.12627678673178,8.65116356015294,5.09769796477963e-18,9.24498689095753e-17,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000175745.15","NR2F1",1690.45441170284,-1.2170313712955,0.140782931015932,-8.64473670574297,5.39295071471191e-18,9.77001332679116e-17,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000102554.14","KLF5",1362.33825066813,1.13931420716612,0.132056644096467,8.62746600113396,6.27261736923592e-18,1.13454881149204e-16,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000126705.15","AHDC1",1031.33536441543,-1.18301176046592,0.137532928153975,-8.60166198993075,7.85699048196908e-18,1.41359244010342e-16,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000164093.18","PITX2",119.766506620006,-1.88699079931176,0.220226486818973,-8.56840985191245,1.04923781519001e-17,1.87089291896978e-16,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000197933.13","ZNF823",222.846104032908,1.48608185294736,0.173446847784386,8.56793808553226,1.05354412759539e-17,1.87758588279959e-16,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000144485.11","HES6",196.284023088173,1.83635892586515,0.214837917306238,8.54764814745217,1.25621991082796e-17,2.22826516610988e-16,TRUE,"Unbound",FALSE,FALSE
"ENSG00000057657.17","PRDM1",625.37362036842,1.13074522524662,0.13234326348003,8.54403311141895,1.29616877505201e-17,2.29792593689805e-16,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000136603.15","SKIL",1771.5259697641,-1.14235236705913,0.133895992170073,-8.53163973428066,1.44287793629759e-17,2.55269154896648e-16,TRUE,"Unbound",FALSE,FALSE
"ENSG00000171291.9","ZNF439",415.307414134197,-1.20105757333881,0.142074505566686,-8.45371636908541,2.8217429482411e-17,4.89774984495931e-16,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000181007.9","ZFP82",223.68419533118,-1.46492602405984,0.173345194037752,-8.45091802049498,2.89021150985217e-17,5.0140298552941e-16,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000179981.11","TSHZ1",645.508167215541,-1.13503570824723,0.13440928333653,-8.44462287180987,3.05028578758451e-17,5.28633202207503e-16,TRUE,"Unbound",FALSE,FALSE
"ENSG00000186951.17","PPARA",1005.17232468679,1.07331709483142,0.127343337242718,8.4285296590403,3.50035459108069e-17,6.03247309740381e-16,TRUE,"Unbound",FALSE,FALSE
"ENSG00000128652.12","HOXD3",243.457076076983,-1.40776386777714,0.167732647071024,-8.39290318467958,4.74282154282462e-17,8.11199205270224e-16,TRUE,"Unbound",FALSE,FALSE
"ENSG00000170166.6","HOXD4",135.158145035017,-1.67543781978945,0.200169073838976,-8.37011326303701,5.75628784278963e-17,9.79607141502395e-16,TRUE,"Unbound",FALSE,FALSE
"ENSG00000196247.13","ZNF107",579.591408628955,-1.15297265086188,0.139213539841986,-8.28204391735574,1.21078920743218e-16,2.01017046911321e-15,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000090447.12","TFAP4",133.564112797905,-1.65608844976419,0.201626673167437,-8.2136377283224,2.14586338265216e-16,3.51449794512674e-15,TRUE,"Unbound",FALSE,FALSE
"ENSG00000188171.17","ZNF626",49.2508717648886,3.03744712657684,0.370292059691781,8.2028416410147,2.34770370150098e-16,3.83213836293057e-15,TRUE,"Unbound",FALSE,FALSE
"ENSG00000131759.18","RARA",994.437085379203,-1.11158432472782,0.135759921880066,-8.18786803449858,2.65894135646772e-16,4.32769142292744e-15,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000008196.13","TFAP2B",36.0436114272785,-3.23751781683056,0.397186833694921,-8.15112068724134,3.60567051484075e-16,5.79912007803554e-15,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000119950.21","MXI1",915.533204520464,1.2255840040323,0.150387471135303,8.1495086976338,3.65405753617114e-16,5.87138251601993e-15,TRUE,"Unbound",FALSE,FALSE
"ENSG00000105880.7","DLX5",228.797325844365,1.45222407882186,0.178472056231155,8.13698295121874,4.05249757544115e-16,6.49317158691438e-15,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000172006.12","ZNF554",344.012509186167,1.31112778307789,0.16155567627598,8.11564046092777,4.83229417611638e-16,7.70626143541414e-15,TRUE,"Unbound",FALSE,FALSE
"ENSG00000178764.8","ZHX2",537.202917195103,-1.09761461671088,0.135731736388393,-8.08664683674334,6.13297673602315e-16,9.7257214644834e-15,TRUE,"Shared_high",FALSE,TRUE
"ENSG00000274349.5","ZNF658",118.853750366535,-1.72395700018249,0.213329105410188,-8.08120859489695,6.41280094799626e-16,1.0141062504727e-14,TRUE,"Unbound",FALSE,FALSE
"ENSG00000124813.23","RUNX2",1792.22726647944,-0.998250940967586,0.125116285969144,-7.97858514769032,1.48020161721626e-15,2.27097960856377e-14,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000140044.13","JDP2",30.3981054246455,-5.33520151712033,0.670870384941729,-7.95265618646102,1.82554458893465e-15,2.77823022387688e-14,TRUE,"Unbound",FALSE,FALSE
"ENSG00000166949.17","SMAD3",5220.34470181836,-0.914075611738659,0.115026812948784,-7.9466307750842,1.91652544824626e-15,2.91147300653081e-14,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000142611.17","PRDM16",412.916089426814,-1.2620412372427,0.16040600390875,-7.8677930157816,3.6095211935646e-15,5.37284031126215e-14,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000100987.15","VSX1",29.410924244866,-3.60626686358205,0.458546600906831,-7.86455914502522,3.70399553716332e-15,5.51105214219726e-14,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000132846.6","ZBED3",251.508523962618,-1.37559197083255,0.174951727373092,-7.86269442141057,3.75957388009706e-15,5.58884925860555e-14,TRUE,"Unbound",FALSE,FALSE
